EstablishmentID	InspectionID	EstablishmentName	PlaceName	Address	Address2	City	State	Zip	TypeDescription	Latitude	Longitude	InspectionDate	Score	Grade	NameSearch	Intersection
33530	1052763	SHAWNEE COMMUNITY CENTER	 	607 S. 37TH ST		LOUISVILLE	KY	40212	MOBILE RESTRICTED CONCESSION	38.2540000	-85.8131000	2014-10-10 00:00:00	90		SHAWNEECOMMUNITYCENTER	
33530	1055223	SHAWNEE COMMUNITY CENTER	 	607 S. 37TH ST		LOUISVILLE	KY	40212	MOBILE RESTRICTED CONCESSION	38.2540000	-85.8131000	2014-10-22 00:00:00	98		SHAWNEECOMMUNITYCENTER	
33533	1056897	CONCIERGE / SEELBACH HILTON	 	500 4TH AVENUE		LOUISVILLE	KY	40202	FOOD SERVICE	38.2508000	-85.7578000	2014-10-28 00:00:00	100	A	CONCIERGESEELBACHHILTON	
33533	1091391	CONCIERGE / SEELBACH HILTON	 	500 4TH AVENUE		LOUISVILLE	KY	40202	FOOD SERVICE	38.2508000	-85.7578000	2015-04-06 00:00:00	99	A	CONCIERGESEELBACHHILTON	
33545	1069228	PIZZA HUT #013420	 	5366 NEW CUT ROAD		LOUISVILLE	KY	40214	FOOD SERVICE	38.1510000	-85.7767000	2014-12-15 00:00:00	97	A	PIZZAHUT	
33589	1038517	WENDY'S	 	1201 W. BROADWAY		LOUISVILLE	KY	40203	FOOD SERVICE	38.2481000	-85.7720000	2014-08-22 00:00:00	97	A	WENDYS	
33589	1085391	WENDY'S	 	1201 W. BROADWAY		LOUISVILLE	KY	40203	FOOD SERVICE	38.2481000	-85.7720000	2015-03-11 00:00:00	88	C	WENDYS	
33589	1087522	WENDY'S	 	1201 W. BROADWAY		LOUISVILLE	KY	40203	FOOD SERVICE	38.2481000	-85.7720000	2015-03-19 00:00:00	99	A	WENDYS	
33591	1038264	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2014-08-22 00:00:00	95	A	THCENTRALFOODMART	
33591	1038265	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2014-08-22 00:00:00	88		THCENTRALFOODMART	
33591	1039743	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2014-08-29 00:00:00	95	A	THCENTRALFOODMART	
33591	1039744	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2014-08-29 00:00:00	97		THCENTRALFOODMART	
33591	1079589	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2015-02-05 00:00:00	93	A	THCENTRALFOODMART	
33591	1079590	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2015-02-05 00:00:00	92		THCENTRALFOODMART	
33591	1098324	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2015-05-01 00:00:00	91		THCENTRALFOODMART	
33591	1098326	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2015-05-01 00:00:00	100		THCENTRALFOODMART	
33591	1098331	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2015-05-01 00:00:00	93		THCENTRALFOODMART	
33591	1098335	4TH & CENTRAL FOODMART	 	3004 S. 4TH ST		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2062000	-85.7660000	2015-05-01 00:00:00	100		THCENTRALFOODMART	
33595	1056460	FRISCH'S BIG BOY #201	 	7401 DIXIE HWY		LOUISVILLE	KY	40258	FOOD SERVICE	38.1431000	-85.8390000	2014-10-27 00:00:00	83	C	FRISCHSBIGBOY	
33595	1059274	FRISCH'S BIG BOY #201	 	7401 DIXIE HWY		LOUISVILLE	KY	40258	FOOD SERVICE	38.1431000	-85.8390000	2014-11-05 00:00:00	100	A	FRISCHSBIGBOY	
33597	1045695	MCDONALD'S RESTAURANT #6877	 	5001 S. 3RD STREET		LOUISVILLE	KY	40214	FOOD SERVICE	38.1743000	-85.7670000	2014-09-17 00:00:00	82	C	MCDONALDSRESTAURANT	
33597	1047506	MCDONALD'S RESTAURANT #6877	 	5001 S. 3RD STREET		LOUISVILLE	KY	40214	FOOD SERVICE	38.1743000	-85.7670000	2014-09-24 00:00:00	94	A	MCDONALDSRESTAURANT	
33597	1083949	MCDONALD'S RESTAURANT #6877	 	5001 S. 3RD STREET		LOUISVILLE	KY	40214	FOOD SERVICE	38.1743000	-85.7670000	2015-03-03 00:00:00	96	A	MCDONALDSRESTAURANT	
33600	1012838	ST MATTHEWS CATERING #L-702	 	4176 WESTPORT ROAD		LOUISVILLE	KY	40207	CATERERS	38.2581000	-85.6426000	2014-05-29 00:00:00	100	A	STMATTHEWSCATERINGL	
33600	1064883	ST MATTHEWS CATERING #L-702	 	4176 WESTPORT ROAD		LOUISVILLE	KY	40207	CATERERS	38.2581000	-85.6426000	2014-12-01 00:00:00	100	A	STMATTHEWSCATERINGL	
33602	1063194	MCDONALD'S #6859	 	7426 OLD 3RD ST RD		LOUISVILLE	KY	40214	FOOD SERVICE	38.1448000	-85.7772000	2014-11-20 00:00:00	92	A	MCDONALDS	
33605	1062348	LOS AZTECAS	 	1107 HERR LANE		LOUISVILLE	KY	40222	FOOD SERVICE	38.2663000	-85.6116000	2014-11-18 00:00:00	97	A	LOSAZTECAS	
33605	1100251	LOS AZTECAS	 	1107 HERR LANE		LOUISVILLE	KY	40222	FOOD SERVICE	38.2663000	-85.6116000	2015-05-13 00:00:00	96	A	LOSAZTECAS	
33608	1016017	BADER'S FOOD MART	 	300 S. 1ST ST		LOUISVILLE	KY	40202	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2530000	-85.7526000	2014-06-09 00:00:00	100	A	BADERSFOODMART	
33608	1016018	BADER'S FOOD MART	 	300 S. 1ST ST		LOUISVILLE	KY	40202	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2530000	-85.7526000	2014-06-09 00:00:00	98		BADERSFOODMART	
33608	1065951	BADER'S FOOD MART	 	300 S. 1ST ST		LOUISVILLE	KY	40202	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2530000	-85.7526000	2014-12-03 00:00:00	95	A	BADERSFOODMART	
33608	1065952	BADER'S FOOD MART	 	300 S. 1ST ST		LOUISVILLE	KY	40202	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2530000	-85.7526000	2014-12-03 00:00:00	98		BADERSFOODMART	
33612	1045411	WENDY'S RESTAURANT	 	9489 WESTPORT RD		LOUISVILLE	KY	40222	FOOD SERVICE	38.2868000	-85.5755000	2014-09-16 00:00:00	94	A	WENDYSRESTAURANT	
33612	1088429	WENDY'S RESTAURANT	 	9489 WESTPORT RD		LOUISVILLE	KY	40222	FOOD SERVICE	38.2868000	-85.5755000	2015-03-24 00:00:00	94	C	WENDYSRESTAURANT	
33612	1090348	WENDY'S RESTAURANT	 	9489 WESTPORT RD		LOUISVILLE	KY	40222	FOOD SERVICE	38.2868000	-85.5755000	2015-03-31 00:00:00	100	A	WENDYSRESTAURANT	
33616	1067234	HYATT EMPLOYEE CAFETERIA	 	320 W. JEFFERSON ST		LOUISVILLE	KY	40202	FOOD SERVICE	38.2535996	-85.7560426	2014-12-08 00:00:00	97	A	HYATTEMPLOYEECAFETERIA	
33623	1079949	EVANGEL SCHOOL SNACK BAR	 	5400 MINORS LN		LOUISVILLE	KY	40219	MOBILE RESTRICTED CONCESSION	38.1448000	-85.7018000	2015-02-06 00:00:00	96		EVANGELSCHOOLSNACKBAR	
33630	1019424	WENDY'S	 	5240 BARDSTOWN RD		LOUISVILLE	KY	40291	FOOD SERVICE	38.1690000	-85.6059000	2014-06-18 00:00:00	96	A	WENDYS	
33630	1076955	WENDY'S	 	5240 BARDSTOWN RD		LOUISVILLE	KY	40291	FOOD SERVICE	38.1690000	-85.6059000	2015-01-23 00:00:00	98	A	WENDYS	
33630	1089908	WENDY'S	 	5240 BARDSTOWN RD		LOUISVILLE	KY	40291	FOOD SERVICE	38.1690000	-85.6059000	2015-03-30 00:00:00	97	B	WENDYS	
33644	1025790	CHICKEN KING	 	639 E. BROADWAY		LOUISVILLE	KY	40202	FOOD SERVICE	38.2452000	-85.7420000	2014-07-09 00:00:00	96	A	CHICKENKING	
33644	1072917	CHICKEN KING	 	639 E. BROADWAY		LOUISVILLE	KY	40202	FOOD SERVICE	38.2452000	-85.7420000	2015-01-06 00:00:00	94	A	CHICKENKING	
33646	1067192	DOMINO'S PIZZA #1432	 	6803 SOUTHSIDE DR		LOUISVILLE	KY	40214	FOOD SERVICE	38.1592000	-85.7645000	2014-12-08 00:00:00	98	A	DOMINOSPIZZA	
33646	1100248	DOMINO'S PIZZA #1432	 	6803 SOUTHSIDE DR		LOUISVILLE	KY	40214	FOOD SERVICE	38.1592000	-85.7645000	2015-05-13 00:00:00	96	A	DOMINOSPIZZA	
33648	1022321	PANDA CHINA INC.	 	9543 U. S. HIGHWAY 42		PROSPECT	KY	40059	FOOD SERVICE	38.3444000	-85.6174000	2014-06-26 00:00:00	93	A	PANDACHINAINC	
33648	1074038	PANDA CHINA INC.	 	9543 U. S. HIGHWAY 42		PROSPECT	KY	40059	FOOD SERVICE	38.3444000	-85.6174000	2015-01-09 00:00:00	93	A	PANDACHINAINC	
33649	1028230	THE FISHERY	 	3624 LEXINGTON RD		LOUISVILLE	KY	40207	FOOD SERVICE	38.2514000	-85.6610000	2014-07-17 00:00:00	97	A	THEFISHERY	
33649	1076943	THE FISHERY	 	3624 LEXINGTON RD		LOUISVILLE	KY	40207	FOOD SERVICE	38.2514000	-85.6610000	2015-01-23 00:00:00	95	A	THEFISHERY	
33650	1058893	CIRCLE K #3227	 	1351 BARDSTOWN RD		LOUISVILLE	KY	40204	SUPERMARKET WITH PROCESSING	38.2344000	-85.7130000	2014-11-04 00:00:00	100		CIRCLEK	
33655	1055879	WAGON WHEEL FAST FOODS	 	1633 W. KENTUCKY ST		LOUISVILLE	KY	40210	FOOD SERVICE	38.2419000	-85.7817000	2014-10-24 00:00:00	99	A	WAGONWHEELFASTFOODS	
33655	1099253	WAGON WHEEL FAST FOODS	 	1633 W. KENTUCKY ST		LOUISVILLE	KY	40210	FOOD SERVICE	38.2419000	-85.7817000	2015-05-07 00:00:00	94	A	WAGONWHEELFASTFOODS	
33657	1038508	HAVANA RUMBA	 	4115 OECHSLI AVE		LOUISVILLE	KY	40207	FOOD SERVICE	38.2547000	-85.6461000	2014-08-22 00:00:00	83	C	HAVANARUMBA	
33657	1039741	HAVANA RUMBA	 	4115 OECHSLI AVE		LOUISVILLE	KY	40207	FOOD SERVICE	38.2547000	-85.6461000	2014-08-29 00:00:00	100	A	HAVANARUMBA	
33659	1058894	HOMEMADE ICE CREAM	 	2525 BARDSTOWN RD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2227000	-85.6830000	2014-11-04 00:00:00	95	A	HOMEMADEICECREAM	
33659	1098911	HOMEMADE ICE CREAM	 	2525 BARDSTOWN RD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2227000	-85.6830000	2015-05-06 00:00:00	94	A	HOMEMADEICECREAM	
33662	1058913	CIRCLE K #76	 	4100 DIXIE HWY		LOUISVILLE	KY	40216	PRE-PACKAGED RETAIL	38.1893000	-85.8105000	2014-11-04 00:00:00	99		CIRCLEK	
33664	1012517	J.C. CIGARETTE OUTLET #18	 	2714 CRUMS LN		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1945160	-85.8264140	2014-05-28 00:00:00	100	A	JCCIGARETTEOUTLET	
33664	1012518	J.C. CIGARETTE OUTLET #18	 	2714 CRUMS LN		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1945160	-85.8264140	2014-05-28 00:00:00	100		JCCIGARETTEOUTLET	
33664	1055244	J.C. CIGARETTE OUTLET #18	 	2714 CRUMS LN		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1945160	-85.8264140	2014-10-22 00:00:00	99	A	JCCIGARETTEOUTLET	
33664	1055245	J.C. CIGARETTE OUTLET #18	 	2714 CRUMS LN		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1945160	-85.8264140	2014-10-22 00:00:00	99		JCCIGARETTEOUTLET	
33664	1089108	J.C. CIGARETTE OUTLET #18	 	2714 CRUMS LN		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1945160	-85.8264140	2015-03-26 00:00:00	100	A	JCCIGARETTEOUTLET	
33664	1089109	J.C. CIGARETTE OUTLET #18	 	2714 CRUMS LN		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1945160	-85.8264140	2015-03-26 00:00:00	100		JCCIGARETTEOUTLET	
33665	1045434	WENDY'S	 	4259 OUTER LOOP		LOUISVILLE	KY	40219	FOOD SERVICE	38.1387000	-85.6809000	2014-09-16 00:00:00	99	A	WENDYS	
33665	1083959	WENDY'S	 	4259 OUTER LOOP		LOUISVILLE	KY	40219	FOOD SERVICE	38.1387000	-85.6809000	2015-03-03 00:00:00	96	A	WENDYS	
33670	1021677	INDI'S FAST FOOD RESTAURANT	 	2901 FERN VALLEY RD		LOUISVILLE	KY	40213	FOOD SERVICE	38.1574000	-85.7105000	2014-06-25 00:00:00	95	A	INDISFASTFOODRESTAURANT	
33670	1068438	INDI'S FAST FOOD RESTAURANT	 	2901 FERN VALLEY RD		LOUISVILLE	KY	40213	FOOD SERVICE	38.1574000	-85.7105000	2014-12-11 00:00:00	96	A	INDISFASTFOODRESTAURANT	
33673	1047974	FIVE STAR FOOD MART DELI	 	10314 WATTERSON TR		LOUISVILLE	KY	40299	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1923000	-85.5680000	2014-09-25 00:00:00	99	A	FIVESTARFOODMARTDELI	
33673	1047975	FIVE STAR FOOD MART DELI	 	10314 WATTERSON TR		LOUISVILLE	KY	40299	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1923000	-85.5680000	2014-09-25 00:00:00	96		FIVESTARFOODMARTDELI	
33673	1083296	FIVE STAR FOOD MART DELI	 	10314 WATTERSON TR		LOUISVILLE	KY	40299	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1923000	-85.5680000	2015-02-27 00:00:00	99	A	FIVESTARFOODMARTDELI	
33673	1083297	FIVE STAR FOOD MART DELI	 	10314 WATTERSON TR		LOUISVILLE	KY	40299	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1923000	-85.5680000	2015-02-27 00:00:00	97		FIVESTARFOODMARTDELI	
33678	1024275	THORNTONS FOOD STOP DELI	 	4520 DIXIE HWY		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1782000	-85.8193000	2014-07-03 00:00:00	97	A	THORNTONSFOODSTOPDELI	
33678	1024276	THORNTONS FOOD STOP DELI	 	4520 DIXIE HWY		LOUISVILLE	KY	40216	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1782000	-85.8193000	2014-07-03 00:00:00	97		THORNTONSFOODSTOPDELI	
33681	1047509	CHINA 1	 	126 BRECKENRIDGE LN		LOUISVILLE	KY	40207	FOOD SERVICE	38.2520000	-85.6551000	2014-09-24 00:00:00	100	A	CHINA	
33681	1080940	CHINA 1	 	126 BRECKENRIDGE LN		LOUISVILLE	KY	40207	FOOD SERVICE	38.2520000	-85.6551000	2015-02-13 00:00:00	97	A	CHINA	
33682	1051064	THORNTONS #28	 	100 W. BROADWAY		LOUISVILLE	KY	40203	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2455000	-85.7539000	2014-10-06 00:00:00	99	A	THORNTONS	
33682	1051065	THORNTONS #28	 	100 W. BROADWAY		LOUISVILLE	KY	40203	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2455000	-85.7539000	2014-10-06 00:00:00	99		THORNTONS	
33682	1098547	THORNTONS #28	 	100 W. BROADWAY		LOUISVILLE	KY	40203	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2455000	-85.7539000	2015-05-05 00:00:00	97	A	THORNTONS	
33682	1098548	THORNTONS #28	 	100 W. BROADWAY		LOUISVILLE	KY	40203	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2455000	-85.7539000	2015-05-05 00:00:00	95		THORNTONS	
33684	1053794	CIRCLE K #3244	 	9109 U.S.HWY 42		PROSPECT	KY	40059	RETAIL-FOOD  10,000 SQ FT OR LESS	38.3397000	-85.6200000	2014-10-16 00:00:00	99	A	CIRCLEK	
33684	1053795	CIRCLE K #3244	 	9109 U.S.HWY 42		PROSPECT	KY	40059	RETAIL-FOOD  10,000 SQ FT OR LESS	38.3397000	-85.6200000	2014-10-16 00:00:00	99		CIRCLEK	
33688	1025411	WEBB'S MARKET	 	944 E. MUHAMMAD ALI BLVD		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2485000	-85.7349000	2014-07-08 00:00:00	94	A	WEBBSMARKET	
33688	1025412	WEBB'S MARKET	 	944 E. MUHAMMAD ALI BLVD		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2485000	-85.7349000	2014-07-08 00:00:00	92		WEBBSMARKET	
33688	1076610	WEBB'S MARKET	 	944 E. MUHAMMAD ALI BLVD		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2485000	-85.7349000	2015-01-22 00:00:00	86	C	WEBBSMARKET	
33688	1076611	WEBB'S MARKET	 	944 E. MUHAMMAD ALI BLVD		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2485000	-85.7349000	2015-01-22 00:00:00	97		WEBBSMARKET	
33688	1078683	WEBB'S MARKET	 	944 E. MUHAMMAD ALI BLVD		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2485000	-85.7349000	2015-02-02 00:00:00	97	A	WEBBSMARKET	
33694	1060072	MORE SHENANIGAN'S IRISH	 	4519 BARDSTOWN RD		LOUISVILLE	KY	40218	FOOD SERVICE	38.1821385	-85.6278972	2014-11-10 00:00:00	94	A	MORESHENANIGANSIRISH	
33694	1099265	MORE SHENANIGAN'S IRISH	 	4519 BARDSTOWN RD		LOUISVILLE	KY	40218	FOOD SERVICE	38.1821385	-85.6278972	2015-05-07 00:00:00	88	A	MORESHENANIGANSIRISH	
33698	1047137	ANOTHER PLACE	 	119 S. 7TH ST		LOUISVILLE	KY	40202	FOOD SERVICE	38.2564000	-85.7614000	2014-09-23 00:00:00	98	A	ANOTHERPLACE	
33698	1088883	ANOTHER PLACE	 	119 S. 7TH ST		LOUISVILLE	KY	40202	FOOD SERVICE	38.2564000	-85.7614000	2015-03-24 00:00:00	99	A	ANOTHERPLACE	
33704	1017617	MCDONALD'S #29	 	2209 TAYLORSVILLE RD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2235000	-85.6846000	2014-06-12 00:00:00	95	A	MCDONALDS	
33704	1069570	MCDONALD'S #29	 	2209 TAYLORSVILLE RD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2235000	-85.6846000	2014-12-16 00:00:00	90	A	MCDONALDS	
33705	1012857	OAK CONVENIENT FOOD MART	 	1056 E. OAK ST		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2330000	-85.7345000	2014-05-30 00:00:00	96	A	OAKCONVENIENTFOODMART	
33705	1012858	OAK CONVENIENT FOOD MART	 	1056 E. OAK ST		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2330000	-85.7345000	2014-05-30 00:00:00	94		OAKCONVENIENTFOODMART	
33705	1069256	OAK CONVENIENT FOOD MART	 	1056 E. OAK ST		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2330000	-85.7345000	2014-12-16 00:00:00	93	A	OAKCONVENIENTFOODMART	
33705	1069257	OAK CONVENIENT FOOD MART	 	1056 E. OAK ST		LOUISVILLE	KY	40204	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2330000	-85.7345000	2014-12-16 00:00:00	93		OAKCONVENIENTFOODMART	
33714	1069264	BEST STOP FOOD MART	 	9200 BLUE LICK RD		LOUISVILLE	KY	40229	PRE-PACKAGED RETAIL	38.1160000	-85.6899000	2014-12-15 00:00:00	91		BESTSTOPFOODMART	
33718	1019048	E-Z SUPER FOOD MART	 	1100 ALGONQUIN PARKWAY		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2138950	-85.7733420	2014-06-17 00:00:00	97	A	EZSUPERFOODMART	
33718	1019049	E-Z SUPER FOOD MART	 	1100 ALGONQUIN PARKWAY		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2138950	-85.7733420	2014-06-17 00:00:00	97		EZSUPERFOODMART	
33718	1080609	E-Z SUPER FOOD MART	 	1100 ALGONQUIN PARKWAY		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2138950	-85.7733420	2015-02-11 00:00:00	96	A	EZSUPERFOODMART	
33718	1080610	E-Z SUPER FOOD MART	 	1100 ALGONQUIN PARKWAY		LOUISVILLE	KY	40208	RETAIL-FOOD  10,000 SQ FT OR LESS	38.2138950	-85.7733420	2015-02-11 00:00:00	95		EZSUPERFOODMART	
33726	1032138	DOMINO'S PIZZA #1436	 	5219 DIXIE HWY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1628000	-85.8308000	2014-07-30 00:00:00	96	A	DOMINOSPIZZA	
33726	1078717	DOMINO'S PIZZA #1436	 	5219 DIXIE HWY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1628000	-85.8308000	2015-02-02 00:00:00	98	A	DOMINOSPIZZA	
33729	1043289	CIRCLE K #3234	 	4347 S. 3RD ST		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1920000	-85.7645000	2014-09-10 00:00:00	93	A	CIRCLEK	
33729	1043290	CIRCLE K #3234	 	4347 S. 3RD ST		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1920000	-85.7645000	2014-09-10 00:00:00	88		CIRCLEK	
33729	1046140	CIRCLE K #3234	 	4347 S. 3RD ST		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1920000	-85.7645000	2014-09-18 00:00:00	93	A	CIRCLEK	
33729	1046141	CIRCLE K #3234	 	4347 S. 3RD ST		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1920000	-85.7645000	2014-09-18 00:00:00	96		CIRCLEK	
33729	1079000	CIRCLE K #3234	 	4347 S. 3RD ST		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1920000	-85.7645000	2015-02-03 00:00:00	96	A	CIRCLEK	
33729	1079001	CIRCLE K #3234	 	4347 S. 3RD ST		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1920000	-85.7645000	2015-02-03 00:00:00	95		CIRCLEK	
33733	1016032	SUBWAY	 	1259 HURSTBOURNE LANE		LOUISVILLE	KY	40223	FOOD SERVICE	38.2270000	-85.5767000	2014-06-09 00:00:00	96	A	SUBWAY	
33733	1067716	SUBWAY	 	1259 HURSTBOURNE LANE		LOUISVILLE	KY	40223	FOOD SERVICE	38.2270000	-85.5767000	2014-12-10 00:00:00	96	A	SUBWAY	
33741	1059533	CIRCLE K #3235	 	7800 ST. ANDREWS CHURCH RD		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1519000	-85.8200000	2014-11-06 00:00:00	94	A	CIRCLEK	
33741	1059534	CIRCLE K #3235	 	7800 ST. ANDREWS CHURCH RD		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1519000	-85.8200000	2014-11-06 00:00:00	93		CIRCLEK	
33741	1097163	CIRCLE K #3235	 	7800 ST. ANDREWS CHURCH RD		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1519000	-85.8200000	2015-04-30 00:00:00	92	A	CIRCLEK	
33741	1097164	CIRCLE K #3235	 	7800 ST. ANDREWS CHURCH RD		LOUISVILLE	KY	40214	RETAIL-FOOD  10,000 SQ FT OR LESS	38.1519000	-85.8200000	2015-04-30 00:00:00	94		CIRCLEK	
33742	1034867	DOMINO'S PIZZA #1435	 	7924 FEGENBUSH LN		LOUISVILLE	KY	40228	FOOD SERVICE	38.1375000	-85.6137000	2014-08-11 00:00:00	98	A	DOMINOSPIZZA	
33742	1081547	DOMINO'S PIZZA #1435	 	7924 FEGENBUSH LN		LOUISVILLE	KY	40228	FOOD SERVICE	38.1375000	-85.6137000	2015-02-19 00:00:00	94	A	DOMINOSPIZZA	
33753	1059962	DAILY MART	 	1320 DIXIE HWY		LOUISVILLE	KY	40210	SUPERMARKET WITH PROCESSING	38.2345000	-85.7884000	2014-11-07 00:00:00	95		DAILYMART	
33761	1070736	THE WRIGHT PLACE	 	501 N. 33RD STREET		LOUISVILLE	KY	40212	FOOD SERVICE	38.2731000	-85.8006000	2014-12-22 00:00:00	98	A	THEWRIGHTPLACE	
33761	1093590	THE WRIGHT PLACE	 	501 N. 33RD STREET		LOUISVILLE	KY	40212	FOOD SERVICE	38.2731000	-85.8006000	2015-04-15 00:00:00	95	A	THEWRIGHTPLACE	
33783	1019826	FRAZIER'S BALL PARK CONC.	 	2213 BRADFORD DR		LOUISVILLE	KY	40218	FOOD SERVICE	38.1975000	-85.6535000	2014-06-19 00:00:00	94	A	FRAZIERSBALLPARKCONC	
33783	1054110	FRAZIER'S BALL PARK CONC.	 	2213 BRADFORD DR		LOUISVILLE	KY	40218	FOOD SERVICE	38.1975000	-85.6535000	2014-10-17 00:00:00	95	A	FRAZIERSBALLPARKCONC	
33784	1060058	TACO BELL #2412	 	4910 SHELBYVILLE ROAD		LOUISVILLE	KY	40207	FOOD SERVICE	38.2501000	-85.6257000	2014-11-10 00:00:00	98	A	TACOBELL	
33784	1092960	TACO BELL #2412	 	4910 SHELBYVILLE ROAD		LOUISVILLE	KY	40207	FOOD SERVICE	38.2501000	-85.6257000	2015-04-13 00:00:00	97	A	TACOBELL	
33789	1012523	STEAK N SHAKE #708	 	4913 DIXIE HWY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1692000	-85.8271000	2014-05-28 00:00:00	95	A	STEAKNSHAKE	
33789	1069609	STEAK N SHAKE #708	 	4913 DIXIE HWY		LOUISVILLE	KY	40216	FOOD SERVICE	38.1692000	-85.8271000	2014-12-16 00:00:00	89	A	STEAKNSHAKE	
33814	1050102	THE UNIVERSITY DINING HALL	 	2001 NEWBURG ROAD		LOUISVILLE	KY	40205	FOOD SERVICE	38.2176000	-85.7077000	2014-10-02 00:00:00	93	A	THEUNIVERSITYDININGHALL	
